"","gene","accession_idsorted","SRTM_elevation","annotation","symbol"
"11664","AT3G17220",9586,-0.22,"pectin methylesterase inhibitor 2(PMEI2)","PMEI2"
"11800","AT3G18660",9586,-0.22,"plant glycogenin-like starch initiation protein 1(PGSIP1)","PGSIP1"
"11956","AT3G20300",9518,-0.22,"extracellular ligand-gated ion channel protein (DUF3537)(AT3G20300)","AT3G20300"
"11977","AT3G20500",9825,-0.22,"purple acid phosphatase 18(PAP18)","PAP18"
"12053","AT3G21280",9880,-0.22,"ubiquitin carboxyl-terminal hydrolase(UBP7)","UBP7"
"12183","AT3G22830",9844,-0.22,"heat shock transcription factor A6B(HSFA6B)","HSFA6B"
"12349","AT3G24590",9601,-0.22,"plastidic type i signal peptidase 1(PLSP1)","PLSP1"
"12479","AT3G26125",9584,-0.22,"cytochrome P450, family 86, subfamily C, polypeptide 2(CYP86C2)","CYP86C2"
"12524","AT3G26580",9845,-0.22,"Tetratricopeptide repeat (TPR)-like superfamily protein(AT3G26580)","AT3G26580"
"12576","AT3G27025",9550,-0.22,"hypothetical protein(AT3G27025)","AT3G27025"
"12658","AT3G27883",9844,-0.22,"hypothetical protein(AT3G27883)","AT3G27883"
"12681","AT3G28100",9568,-0.22,"nodulin MtN21 /EamA-like transporter family protein(UMAMIT45)","UMAMIT45"
"12701","AT3G28360",6970,-0.22,"P-glycoprotein 16(ABCB16)","ABCB16"
"12798","AT3G29400",9871,-0.22,"exocyst subunit exo70 family protein E1(EXO70E1)","EXO70E1"
"12834","AT3G30122",9880,-0.22,"miscRNA(AT3G30122)","AT3G30122"
"13055","AT3G44540",9584,-0.22,"fatty acid reductase 4(FAR4)","FAR4"
"13096","AT3G44970",9819,-0.22,"Cytochrome P450 superfamily protein(AT3G44970)","AT3G44970"
"13151","AT3G45780",9547,-0.22,"phototropin 1(PHOT1)","PHOT1"
"13156","AT3G45850",9568,-0.22,"P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT3G45850)","AT3G45850"
"13731","AT3G51950",9557,-0.22,"Zinc finger (CCCH-type) family protein / RNA recognition motif (RRM)-containing protein(AT3G51950)","AT3G51950"
"13904","AT3G53850",9568,-0.22,"Uncharacterized protein family (UPF0497)(AT3G53850)","AT3G53850"
"14045","AT3G55290",9593,-0.22,"NAD(P)-binding Rossmann-fold superfamily protein(AT3G55290)","AT3G55290"
"14253","AT3G57450",9825,-0.22,"hypothetical protein(AT3G57450)","AT3G57450"
"14326","AT3G58200",9855,-0.22,"TRAF-like family protein(AT3G58200)","AT3G58200"
"14358","AT3G58690",9845,-0.22,"Protein kinase superfamily protein(AT3G58690)","AT3G58690"
"14389","AT3G59080",9825,-0.22,"Eukaryotic aspartyl protease family protein(AT3G59080)","AT3G59080"
"14424","AT3G59470",9832,-0.22,"Far-red impaired responsive (FAR1) family protein(AT3G59470)","AT3G59470"
"14693","AT3G62310",9825,-0.22,"RNA helicase family protein(AT3G62310)","AT3G62310"
"14709","AT3G62490",9526,-0.22,"hypothetical protein(AT3G62490)","AT3G62490"
"14731","AT3G62730",9846,-0.22,"desiccation-like protein(AT3G62730)","AT3G62730"
"14878","AT4G00651",9524,-0.22,"Fe superoxide dismutase(AT4G00651)","AT4G00651"
"14894","AT4G00780",9598,-0.22,"TRAF-like family protein(AT4G00780)","AT4G00780"
"15040","AT4G02050",9874,-0.22,"sugar transporter protein 7(STP7)","STP7"
"15086","AT4G02510",9543,-0.22,"translocon at the outer envelope membrane of chloroplasts 159(TOC159)","TOC159"
"15166","AT4G03300",9601,-0.22,"hypothetical protein(AT4G03300)","AT4G03300"
"15234","AT4G04350",9601,-0.22,"tRNA synthetase class I (I, L, M and V) family protein(EMB2369)","EMB2369"
"15258","AT4G04620",9557,-0.22,"Ubiquitin-like superfamily protein(ATG8B)","ATG8B"
"15308","AT4G05070",9846,-0.22,"Wound-responsive family protein(AT4G05070)","AT4G05070"
"15341","AT4G05520",9846,-0.22,"EPS15 homology domain 2(EHD2)","EHD2"
"15528","AT4G09950",9550,-0.22,"P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT4G09950)","AT4G09950"
"15556","AT4G10270",9524,-0.22,"Wound-responsive family protein(AT4G10270)","AT4G10270"
"15652","AT4G11360",9944,-0.22,"RING-H2 finger A1B(RHA1B)","RHA1B"
"15760","AT4G12570",9526,-0.22,"ubiquitin protein ligase 5(UPL5)","UPL5"
"15843","AT4G13490",9598,-0.22,"RING/U-box superfamily protein(AT4G13490)","AT4G13490"
"15910","AT4G14103",9593,-0.22,"F-box/RNI-like superfamily protein(AT4G14103)","AT4G14103"
"16100","AT4G15740",9526,-0.22,"Calcium-dependent lipid-binding (CaLB domain) family protein(AT4G15740)","AT4G15740"
"16145","AT4G16150",9586,-0.22,"calmodulin-binding transcription activator 5(AT4G16150)","AT4G16150"
"16209","AT4G16730",9560,-0.22,"terpene synthase 02(TPS02)","TPS02"
"16285","AT4G17460",9598,-0.22,"Homeobox-leucine zipper protein 4 (HB-4) / HD-ZIP protein(HAT1)","HAT1"
"16516","AT4G19890",9568,-0.22,"Pentatricopeptide repeat (PPR-like) superfamily protein(AT4G19890)","AT4G19890"
"16544","AT4G20220",9543,-0.22,"Reverse transcriptase (RNA-dependent DNA polymerase)(AT4G20220)","AT4G20220"
"16620","AT4G21250",9586,-0.22,"Sulfite exporter TauE/SafE family protein(AT4G21250)","AT4G21250"
"16799","AT4G23000",9844,-0.22,"Calcineurin-like metallo-phosphoesterase superfamily protein(AT4G23000)","AT4G23000"
"16814","AT4G23190",9531,-0.22,"cysteine-rich RLK (RECEPTOR-like protein kinase) 11(CRK11)","CRK11"
"16819","AT4G23220",9557,-0.22,"cysteine-rich RECEPTOR-like kinase(CRK14)","CRK14"
"16947","AT4G24520",9522,-0.22,"P450 reductase 1(ATR1)","ATR1"
"17265","AT4G27760",9584,-0.22,"NAD(P)-binding Rossmann-fold superfamily protein(FEY)","FEY"
"17292","AT4G28040",9543,-0.22,"nodulin MtN21 /EamA-like transporter family protein(UMAMIT33)","UMAMIT33"
"17311","AT4G28240",9846,-0.22,"Wound-responsive family protein(AT4G28240)","AT4G28240"
"17376","AT4G28880",9832,-0.22,"casein kinase I-like 3(ckl3)","ckl3"
"17620","AT4G31510",9874,-0.22,"major centromere autoantigen B-like protein(AT4G31510)","AT4G31510"
"17624","AT4G31550",6970,-0.22,"WRKY DNA-binding protein 11(WRKY11)","WRKY11"
"17648","AT4G31805",9832,-0.22,"WRKY family transcription factor(AT4G31805)","AT4G31805"
"17724","AT4G32530",9905,-0.22,"ATPase, F0/V0 complex, subunit C protein(AT4G32530)","AT4G32530"
"18010","AT4G35480",9567,-0.22,"RING-H2 finger A3B(RHA3B)","RHA3B"
"18066","AT4G36050",8357,-0.22,"endonuclease/exonuclease/phosphatase family protein(AT4G36050)","AT4G36050"
"18079","AT4G36190",9568,-0.22,"Serine carboxypeptidase S28 family protein(AT4G36190)","AT4G36190"
"18107","AT4G36550",9543,-0.22,"ARM repeat superfamily protein(AT4G36550)","AT4G36550"
"18140","AT4G36870",9533,-0.22,"BEL1-like homeodomain 2(BLH2)","BLH2"
"18390","AT4G39350",9593,-0.22,"cellulose synthase A2(CESA2)","CESA2"
"18513","AT5G01390",9531,-0.22,"DNAJ heat shock family protein(AT5G01390)","AT5G01390"
"18600","AT5G02250",9844,-0.22,"Ribonuclease II/R family protein(EMB2730)","EMB2730"
"18665","AT5G02940",9819,-0.22,"ion channel POLLUX-like protein, putative (DUF1012)(AT5G02940)","AT5G02940"
"18677","AT5G03090",6970,-0.22,"Mto 1 responding down protein(AT5G03090)","AT5G03090"
"18703","AT5G03330",9845,-0.22,"Cysteine proteinases superfamily protein(AT5G03330)","AT5G03330"
"18716","AT5G03430",9526,-0.22,"phosphoadenosine phosphosulfate (PAPS) reductase family protein(AT5G03430)","AT5G03430"
"18747","AT5G03720",9518,-0.22,"heat shock transcription factor A3(HSFA3)","HSFA3"
"19309","AT5G09980",9598,-0.22,"elicitor peptide 4 precursor(PROPEP4)","PROPEP4"
"19322","AT5G10100",9944,-0.22,"Haloacid dehalogenase-like hydrolase (HAD) superfamily protein(TPPI)","TPPI"
"19409","AT5G10930",9588,-0.22,"CBL-interacting protein kinase 5(CIPK5)","CIPK5"
"19495","AT5G11800",9518,-0.22,"K+ efflux antiporter 6(KEA6)","KEA6"
"19528","AT5G12210",8357,-0.22,"RAB geranylgeranyl transferase beta subunit 1(RGTB1)","RGTB1"
"19656","AT5G13887",9846,-0.22,"ncRNA(MIR848)","MIR848"
"19765","AT5G15022",6970,-0.22,"ncRNA(AT5G15022)","AT5G15022"
"20302","AT5G20630",9855,-0.22,"germin 3(GER3)","GER3"
"20491","AT5G23340",9568,-0.22,"RNI-like superfamily protein(AT5G23340)","AT5G23340"
"20714","AT5G25770",6970,-0.22,"alpha/beta-Hydrolases superfamily protein(AT5G25770)","AT5G25770"
"20822","AT5G27250",9531,-0.22,"hypothetical protein(AT5G27250)","AT5G27250"
"21151","AT5G37072",9874,-0.22,"miscRNA(AT5G37072)","AT5G37072"
"21455","AT5G40870",9855,-0.22,"uridine kinase/uracil phosphoribosyltransferase 1(UK/UPRT1)","UK/UPRT1"
"21578","AT5G42180",9584,-0.22,"Peroxidase superfamily protein(PER64)","PER64"
"21654","AT5G42930",9825,-0.22,"alpha/beta-Hydrolases superfamily protein(AT5G42930)","AT5G42930"
"21666","AT5G43040",8357,-0.22,"Cysteine/Histidine-rich C1 domain family protein(AT5G43040)","AT5G43040"
"21944","AT5G45780",9533,-0.22,"Leucine-rich repeat protein kinase family protein(AT5G45780)","AT5G45780"
"21977","AT5G46130",9531,-0.22,"hypothetical protein (DUF295)(AT5G46130)","AT5G46130"
"22009","AT5G46490",9524,-0.22,"Disease resistance protein (TIR-NBS-LRR class) family(AT5G46490)","AT5G46490"
"22206","AT5G48540",9880,-0.22,"receptor-like protein kinase-related family protein(AT5G48540)","AT5G48540"
"22315","AT5G49660",9524,-0.22,"Leucine-rich repeat transmembrane protein kinase family protein(XIP1)","XIP1"
"22539","AT5G52370",9832,-0.22,"28S ribosomal S34 protein(AT5G52370)","AT5G52370"
"22659","AT5G53700",9547,-0.22,"RNA-binding (RRM/RBD/RNP motifs) family protein(AT5G53700)","AT5G53700"
"22662","AT5G53740",9560,-0.22,"hypothetical protein(AT5G53740)","AT5G53740"
"23053","AT5G57890",9874,-0.22,"Glutamine amidotransferase type 1 family protein(AT5G57890)","AT5G57890"
"23099","AT5G58340",9543,-0.22,"myb-like HTH transcriptional regulator family protein(AT5G58340)","AT5G58340"
"23271","AT5G60130",9550,-0.22,"AP2/B3-like transcriptional factor family protein(AT5G60130)","AT5G60130"
"23325","AT5G60720",9880,-0.22,"electron transporter, putative (Protein of unknown function, DUF547)(AT5G60720)","AT5G60720"
"23444","AT5G62080",9568,-0.22,"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT5G62080)","AT5G62080"
"23761","AT5G65380",9844,-0.22,"MATE efflux family protein(AT5G65380)","AT5G65380"
"23892","AT5G66620",9598,-0.22,"DA1-related protein 6(DAR6)","DAR6"
"23895","AT5G66640",9825,-0.22,"DA1-related protein 3(DAR3)","DAR3"
"23913","AT5G66800",9533,-0.22,"membrane-associated kinase regulator-like protein(AT5G66800)","AT5G66800"
"24038","ATCG00380",9874,-0.22,"RPS4","RPS4"
"156","AT1G02610",9598,-0.23,"RING/FYVE/PHD zinc finger superfamily protein(AT1G02610)","AT1G02610"
"490","AT1G05960",9568,-0.23,"ARM repeat superfamily protein(AT1G05960)","AT1G05960"
"963","AT1G10740",9557,-0.23,"alpha/beta-Hydrolases superfamily protein(AT1G10740)","AT1G10740"
"980","AT1G10910",9855,-0.23,"Pentatricopeptide repeat (PPR) superfamily protein(EMB3103)","EMB3103"
"1350","AT1G14630",9832,-0.23,"XRI1-like protein(AT1G14630)","AT1G14630"
"1484","AT1G15920",9819,-0.23,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein(AT1G15920)","AT1G15920"
"1521","AT1G16310",9844,-0.23,"Cation efflux family protein(AT1G16310)","AT1G16310"
"2014","AT1G21560",9543,-0.23,"hypothetical protein(AT1G21560)","AT1G21560"
"2046","AT1G21920",9531,-0.23,"Histone H3 K4-specific methyltransferase SET7/9 family protein(AT1G21920)","AT1G21920"
"2095","AT1G22510",9601,-0.23,"E3 ubiquitin-protein ligase RNF170-like protein (DUF 1232)(AT1G22510)","AT1G22510"
"2386","AT1G26820",9533,-0.23,"ribonuclease 3(RNS3)","RNS3"
"2529","AT1G28370",9584,-0.23,"ERF domain protein 11(ERF11)","ERF11"
"2745","AT1G30810",9846,-0.23,"Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein(JMJ18)","JMJ18"
"2768","AT1G31040",9586,-0.23,"PLATZ transcription factor family protein(AT1G31040)","AT1G31040"
"2864","AT1G32200",9550,-0.23,"phospholipid/glycerol acyltransferase family protein(ATS1)","ATS1"
"2970","AT1G33600",9568,-0.23,"Leucine-rich repeat (LRR) family protein(AT1G33600)","AT1G33600"
"3076","AT1G35242",9588,-0.23,"hypothetical protein(AT1G35242)","AT1G35242"
"3104","AT1G35610",9560,-0.23,"Cysteine/Histidine-rich C1 domain family protein(AT1G35610)","AT1G35610"
"3334","AT1G47370",9526,-0.23,"Toll-Interleukin-Resistance (TIR) domain family protein(AT1G47370)","AT1G47370"
"3396","AT1G48090",9944,-0.23,"calcium-dependent lipid-binding family protein(AT1G48090)","AT1G48090"
"3440","AT1G48540",9547,-0.23,"Outer arm dynein light chain 1 protein(AT1G48540)","AT1G48540"
"3468","AT1G48840",9522,-0.23,"heat-inducible transcription repressor (DUF639)(AT1G48840)","AT1G48840"
"3517","AT1G49475",9588,-0.23,"AP2/B3-like transcriptional factor family protein(AT1G49475)","AT1G49475"
"3533","AT1G49640",6970,-0.23,"alpha/beta-Hydrolases superfamily protein(AT1G49640)","AT1G49640"
"3605","AT1G50460",9524,-0.23,"hexokinase-like 1(HKL1)","HKL1"
"3879","AT1G53510",9531,-0.23,"mitogen-activated protein kinase 18(MPK18)","MPK18"
"4042","AT1G55330",6970,-0.23,"arabinogalactan protein 21(AGP21)","AGP21"
"4218","AT1G58160",9531,-0.23,"jacalin lectin-like protein(JAX1)","JAX1"
"4267","AT1G59670",9601,-0.23,"glutathione S-transferase TAU 15(GSTU15)","GSTU15"
"4596","AT1G63360",9550,-0.23,"Disease resistance protein (CC-NBS-LRR class) family(AT1G63360)","AT1G63360"
"4626","AT1G63700",9531,-0.23,"Protein kinase superfamily protein(YDA)","YDA"
"4666","AT1G64107",9560,-0.23,"Putative membrane lipoprotein(AT1G64107)","AT1G64107"
"4734","AT1G64720",9567,-0.23,"Polyketide cyclase/dehydrase and lipid transport superfamily protein(CP5)","CP5"
"4751","AT1G64930",9874,-0.23,"cytochrome P450, family 87, subfamily A, polypeptide 7(CYP89A7)","CYP89A7"
"4895","AT1G66510",9524,-0.23,"AAR2 protein family(AT1G66510)","AT1G66510"
"5083","AT1G68410",9819,-0.23,"Protein phosphatase 2C family protein(AT1G68410)","AT1G68410"
"5126","AT1G68810",9880,-0.23,"basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT1G68810)","AT1G68810"
"5218","AT1G69760",9601,-0.23,"suppressor SRP40-like protein(AT1G69760)","AT1G69760"
"5277","AT1G70430",9560,-0.23,"Protein kinase superfamily protein(AT1G70430)","AT1G70430"
"5462","AT1G72450",9846,-0.23,"jasmonate-zim-domain protein 6(JAZ6)","JAZ6"
"5712","AT1G74910",9526,-0.23,"ADP-glucose pyrophosphorylase family protein(AT1G74910)","AT1G74910"
"5752","AT1G75300",9557,-0.23,"NmrA-like negative transcriptional regulator family protein(AT1G75300)","AT1G75300"
"5760","AT1G75380",9593,-0.23,"bifunctional nuclease in basal defense response 1(BBD1)","BBD1"
"5837","AT1G76250",9855,-0.23,"transmembrane protein(AT1G76250)","AT1G76250"
"5931","AT1G77220",9598,-0.23,"organic solute transporter ostalpha protein (DUF300)(AT1G77220)","AT1G77220"
"6405","AT2G02120",9588,-0.23,"Scorpion toxin-like knottin superfamily protein(PDF2.1)","PDF2.1"
"6442","AT2G02630",9601,-0.23,"Cysteine/Histidine-rich C1 domain family protein(AT2G02630)","AT2G02630"
"6466","AT2G02910",9557,-0.23,"transmembrane protein (DUF616)(AT2G02910)","AT2G02910"
"6514","AT2G03530",9844,-0.23,"ureide permease 2(UPS2)","UPS2"
"6574","AT2G04305",9587,-0.23,"Magnesium transporter CorA-like family protein(AT2G04305)","AT2G04305"
"6828","AT2G12170",9944,-0.23,"hypothetical protein(AT2G12170)","AT2G12170"
"6900","AT2G14080",9522,-0.23,"Disease resistance protein (TIR-NBS-LRR class) family(AT2G14080)","AT2G14080"
"7053","AT2G16490",9601,-0.23,"XH domain-containing protein(AT2G16490)","AT2G16490"
"7065","AT2G16650",9944,-0.23,"proteinaceous RNase P 2(PRORP2)","PRORP2"
"7178","AT2G17840",9550,-0.23,"Senescence/dehydration-associated protein-like protein(ERD7)","ERD7"
"7208","AT2G18150",9531,-0.23,"Peroxidase superfamily protein(AT2G18150)","AT2G18150"
"7255","AT2G18670",9593,-0.23,"RING/U-box superfamily protein(AT2G18670)","AT2G18670"
"7335","AT2G19620",9880,-0.23,"N-MYC downregulated-like 3(NDL3)","NDL3"
"7524","AT2G21520",9586,-0.23,"Sec14p-like phosphatidylinositol transfer family protein(AT2G21520)","AT2G21520"
"7646","AT2G22980",9518,-0.23,"serine carboxypeptidase-like 13(SCPL13)","SCPL13"
"7764","AT2G24320",9588,-0.23,"alpha/beta-Hydrolases superfamily protein(AT2G24320)","AT2G24320"
"8396","AT2G31250",9531,-0.23,"Glutamyl-tRNA reductase family protein(HEMA3)","HEMA3"
"8549","AT2G32885",9825,-0.23,"Rapid alkalinization factor (RALF) family protein(AT2G32885)","AT2G32885"
"8809","AT2G35658",9568,-0.23,"transmembrane protein(AT2G35658)","AT2G35658"
"8826","AT2G35765",9880,-0.23,"hypothetical protein(AT2G35765)","AT2G35765"
"8867","AT2G36230",9524,-0.23,"Aldolase-type TIM barrel family protein(APG10)","APG10"
"9290","AT2G40460",9598,-0.23,"Major facilitator superfamily protein(AT2G40460)","AT2G40460"
"9355","AT2G41100",9588,-0.23,"Calcium-binding EF hand family protein(TCH3)","TCH3"
"9468","AT2G42270",9871,-0.23,"U5 small nuclear ribonucleoprotein helicase(AT2G42270)","AT2G42270"
"9774","AT2G45340",9871,-0.23,"Leucine-rich repeat protein kinase family protein(AT2G45340)","AT2G45340"
"9900","AT2G46572",9593,-0.23,"ncRNA(AT2G46572)","AT2G46572"
"10138","AT3G01840",9593,-0.23,"Protein kinase superfamily protein(LYK2)","LYK2"
"10228","AT3G02720",9533,-0.23,"Class I glutamine amidotransferase-like superfamily protein(DJ1D)","DJ1D"
"10346","AT3G03910",9825,-0.23,"glutamate dehydrogenase 3(GDH3)","GDH3"
"10388","AT3G04390",9880,-0.23,"Aldehyde oxidase/xanthine dehydrogenase, molybdopterin binding protein(AT3G04390)","AT3G04390"
"10443","AT3G04920",9588,-0.23,"Ribosomal protein S24e family protein(AT3G04920)","AT3G04920"
"10488","AT3G05350",9871,-0.23,"Metallopeptidase M24 family protein(AT3G05350)","AT3G05350"
"10510","AT3G05580",9587,-0.23,"Calcineurin-like metallo-phosphoesterase superfamily protein(TOPP9)","TOPP9"
"10646","AT3G06830",9587,-0.23,"Plant invertase/pectin methylesterase inhibitor superfamily(AT3G06830)","AT3G06830"
"10657","AT3G06950",9855,-0.23,"Pseudouridine synthase family protein(AT3G06950)","AT3G06950"
"10912","AT3G09920",9560,-0.23,"phosphatidyl inositol monophosphate 5 kinase(PIP5K9)","PIP5K9"
"11366","AT3G14225",9832,-0.23,"GDSL-motif lipase 4(GLIP4)","GLIP4"
"11476","AT3G15340",9905,-0.23,"proton pump interactor 2(PPI2)","PPI2"
"11514","AT3G15620",9518,-0.23,"DNA photolyase family protein(UVR3)","UVR3"
"11697","AT3G17650",9584,-0.23,"YELLOW STRIPE like 5(YSL5)","YSL5"
"11733","AT3G18010",9587,-0.23,"WUSCHEL related homeobox 1(WOX1)","WOX1"
"11861","AT3G19300",9547,-0.23,"Protein kinase superfamily protein(AT3G19300)","AT3G19300"
"12065","AT3G21370",9547,-0.23,"beta glucosidase 19(BGLU19)","BGLU19"
"12091","AT3G21660",8357,-0.23,"UBX domain-containing protein(AT3G21660)","AT3G21660"
"12223","AT3G23230",9880,-0.23,"Integrase-type DNA-binding superfamily protein(TDR1)","TDR1"
"12344","AT3G24540",9586,-0.23,"Protein kinase superfamily protein(PERK3)","PERK3"
"12505","AT3G26400",9533,-0.23,"eukaryotic translation initiation factor 4B1(EIF4B1)","EIF4B1"
"12550","AT3G26800",9588,-0.23,"transmembrane protein(AT3G26800)","AT3G26800"
"13166","AT3G45960",9832,-0.23,"expansin-like A3(EXLA3)","EXLA3"
"13352","AT3G48070",9531,-0.23,"RING/U-box superfamily protein(AT3G48070)","AT3G48070"
"13376","AT3G48280",9874,-0.23,"cytochrome P450, family 71, subfamily A, polypeptide 25(CYP71A25)","CYP71A25"
"13894","AT3G53740",9524,-0.23,"Ribosomal protein L36e family protein(AT3G53740)","AT3G53740"
"14059","AT3G55430",9944,-0.23,"O-Glycosyl hydrolases family 17 protein(AT3G55430)","AT3G55430"
"14114","AT3G56000",9598,-0.23,"cellulose synthase like A14(CSLA14)","CSLA14"
"14134","AT3G56210",9531,-0.23,"ARM repeat superfamily protein(AT3G56210)","AT3G56210"
"14141","AT3G56275",9567,-0.23,"miscRNA(AT3G56275)","AT3G56275"
"14255","AT3G57470",9844,-0.23,"Insulinase (Peptidase family M16) family protein(AT3G57470)","AT3G57470"
"14292","AT3G57820",9855,-0.23,"miscRNA(AT3G57820)","AT3G57820"
"14338","AT3G58490",9531,-0.23,"Phosphatidic acid phosphatase (PAP2) family protein(SPP1)","SPP1"
"14387","AT3G59060",9601,-0.23,"phytochrome interacting factor 3-like 6(PIL6)","PIL6"
"14403","AT3G59250",9522,-0.23,"F-box/RNI-like superfamily protein(AT3G59250)","AT3G59250"
"14486","AT3G60180",9588,-0.23,"P-loop containing nucleoside triphosphate hydrolases superfamily protein(AT3G60180)","AT3G60180"
"14500","AT3G60310",9905,-0.23,"acyl-CoA synthetase family protein(AT3G60310)","AT3G60310"
"14576","AT3G61111",9543,-0.23,"Zinc-binding ribosomal protein family protein(AT3G61111)","AT3G61111"
"14729","AT3G62720",9844,-0.23,"xylosyltransferase 1(XT1)","XT1"
"14803","AT3G63450",9880,-0.23,"RNA-binding (RRM/RBD/RNP motifs) family protein(AT3G63450)","AT3G63450"
"14959","AT4G01360",9587,-0.23,"BPS1-like protein(BPS3)","BPS3"
"15271","AT4G04745",9832,-0.23,"hypothetical protein(AT4G04745)","AT4G04745"
"15386","AT4G08030",9524,-0.23,"hypothetical protein(AT4G08030)","AT4G08030"
"15545","AT4G10120",9846,-0.23,"Sucrose-phosphate synthase family protein(ATSPS4F)","ATSPS4F"
"15658","AT4G11410",9526,-0.23,"NAD(P)-binding Rossmann-fold superfamily protein(AT4G11410)","AT4G11410"
"15917","AT4G14150",9845,-0.23,"phragmoplast-associated kinesin-related protein 1(PAKRP1)","PAKRP1"
"15938","AT4G14350",9567,-0.23,"AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein(AT4G14350)","AT4G14350"
"15992","AT4G14790",9944,-0.23,"ATP-dependent RNA helicase(ATSUV3)","ATSUV3"
"16008","AT4G14930",9584,-0.23,"Survival protein SurE-like phosphatase/nucleotidase(AT4G14930)","AT4G14930"
"16034","AT4G15150",9533,-0.23,"glycine-rich protein(AT4G15150)","AT4G15150"
"16141","AT4G16141",9560,-0.23,"GATA type zinc finger transcription factor family protein(AT4G16141)","AT4G16141"
"16264","AT4G17230",9944,-0.23,"SCARECROW-like 13(SCL13)","SCL13"
"16364","AT4G18250",9880,-0.23,"receptor Serine/Threonine kinase-like protein(AT4G18250)","AT4G18250"
"16411","AT4G18710",9550,-0.23,"Protein kinase superfamily protein(BIN2)","BIN2"
"16442","AT4G19020",9533,-0.23,"chromomethylase 2(CMT2)","CMT2"
"16459","AT4G19170",9832,-0.23,"nine-cis-epoxycarotenoid dioxygenase 4(NCED4)","NCED4"
"16521","AT4G19960",9593,-0.23,"K+ uptake permease 9(KUP9)","KUP9"
"16554","AT4G20325",9588,-0.23,"ribonuclease H2 subunit B(AT4G20325)","AT4G20325"
"16656","AT4G21600",9588,-0.23,"endonuclease 5(ENDO5)","ENDO5"
"16680","AT4G21830",9543,-0.23,"methionine sulfoxide reductase B7(MSRB7)","MSRB7"
"17149","AT4G26610",8357,-0.23,"D6 protein kinase like 1(D6PKL1)","D6PKL1"
"17231","AT4G27480",9584,-0.23,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein(AT4G27480)","AT4G27480"
"17333","AT4G28460",9584,-0.23,"transmembrane protein(AT4G28460)","AT4G28460"
"17446","AT4G29720",9845,-0.23,"polyamine oxidase 5(PAO5)","PAO5"
"17476","AT4G30060",9819,-0.23,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein(AT4G30060)","AT4G30060"
"17593","AT4G31290",9522,-0.23,"ChaC-like family protein(AT4G31290)","AT4G31290"
"17633","AT4G31640",9547,-0.23,"transcriptional factor B3 family protein(AT4G31640)","AT4G31640"
"18005","AT4G35420",9543,-0.23,"dihydroflavonol 4-reductase-like1(DRL1)","DRL1"
"18452","AT4G39950",9567,-0.23,"cytochrome P450, family 79, subfamily B, polypeptide 2(CYP79B2)","CYP79B2"
"18641","AT5G02670",9905,-0.23,"hypothetical protein(AT5G02670)","AT5G02670"
"18782","AT5G04120",9522,-0.23,"Phosphoglycerate mutase family protein(AT5G04120)","AT5G04120"
"18790","AT5G04200",9557,-0.23,"metacaspase 9(MC9)","MC9"
"19142","AT5G07920",9825,-0.23,"diacylglycerol kinase1(DGK1)","DGK1"
"19440","AT5G11250",9584,-0.23,"Disease resistance protein (TIR-NBS-LRR class)(AT5G11250)","AT5G11250"
"19595","AT5G13240",6970,-0.23,"transcription regulator(AT5G13240)","AT5G13240"
"19606","AT5G13360",9557,-0.23,"Auxin-responsive GH3 family protein(AT5G13360)","AT5G13360"
"19876","AT5G16200",9550,-0.23,"50S ribosomal protein-like protein(AT5G16200)","AT5G16200"
"20085","AT5G18400",9584,-0.23,"Cytokine-induced anti-apoptosis inhibitor 1, Fe-S biogenesi(AT5G18400)","AT5G18400"
"20095","AT5G18475",9844,-0.23,"Pentatricopeptide repeat (PPR) superfamily protein(AT5G18475)","AT5G18475"
"20415","AT5G22510",9531,-0.23,"alkaline/neutral invertase(INV-E)","INV-E"
"20454","AT5G22920",9557,-0.23,"CHY-type/CTCHY-type/RING-type Zinc finger protein(AT5G22920)","AT5G22920"
"20546","AT5G23910",8357,-0.23,"ATP binding microtubule motor family protein(AT5G23910)","AT5G23910"
"20628","AT5G24735",9584,-0.23,"ncRNA(AT5G24735)","AT5G24735"
"20881","AT5G27910",9880,-0.23,"nuclear factor Y, subunit C8(NF-YC8)","NF-YC8"
"20934","AT5G28520",9587,-0.23,"Mannose-binding lectin superfamily protein(AT5G28520)","AT5G28520"
"21068","AT5G35575",9584,-0.23,"hypothetical protein(AT5G35575)","AT5G35575"
"21125","AT5G36250",9524,-0.23,"Protein phosphatase 2C family protein(PP2C74)","PP2C74"
"21175","AT5G37450",9598,-0.23,"Leucine-rich repeat protein kinase family protein(AT5G37450)","AT5G37450"
"21453","AT5G40855",9845,-0.23,"hypothetical protein(AT5G40855)","AT5G40855"
"21456","AT5G40880",9871,-0.23,"WD-40 repeat family protein / zfwd3 protein (ZFWD3)(AT5G40880)","ZFWD3"
